"1","体验 了 一下 ， 用 着 还 不错 ， 拍照 杠杠 好 ， 待机时间 很长 ， 手机 重度 依赖 者 一天 都 不用 充电 ， 屏幕 也 不错 ， 外观 漂亮 ， 很 喜欢 ！ 期"
"1","电脑 还 可以     没有 想象 中 那么 卡     很 意外 还 挺好用 的     比 之前 买 的 戴尔 还 快点     当然 分辨率 肯定 不如 三四千 的 电脑     但 够用 了"
"1","产品 非常 好 很 满意"
"1","很 愉快 的 一次 购物 ， 哦 ， 嗯 宝贝 与 卖家 描述 的 一致 ， 啊 ， 质量 非常 好 ， 还会来 来 购买 的 ， 说 卖家 生意兴隆 ， 财源 广进 。"
"1","电脑 用 着 很 流畅"
"1","好吃 ， 会 再 来 。"
"1","暂时 没 发现 问题"
"1","第一台 宏碁 的 笔记本 用 了 八年 ， 所以 还是 继续 考虑 宏碁 的 ， 急 着 用 ， 买 的 比 别人 贵 了 些 了 ， 性价比 还 可以 ， 有 活动 的 时候 买 比较 划算 。"
"1","发货 速度 很快 啊   东西 很 好   物超所值"
"1","质量 还 可以 ， 穿着 正好 ， 满意"
"1","不错 ， 穿 上 很 舒服 ， 下次 还 买 你家 的 。"
"1","买 东西 首选 京东 ， 宝贝 已经 收到 了 ， 非常 好用 ， 性价比 非常 高 ， 别人 用 了 很 喜欢 我 也 很 喜欢 ， 等 下 还 能 更好 用 ， 要是 价格 能够 更 优惠 一点 就 好 ， 推荐 购买 呀 & hellip ; & hellip ;"
"1","机器 非常 给力 正品 国行 没 毛病"
"1","鞋子 收到 了 ， 今天 穿上去 公园 跑 了 两个 半小时 的 步 ， 穿着 挺舒服 的 。 价格 还是 挺 好 的"
"1","挺好用 的 ， 第二部 了"
"1","生意 欣荣 ， 很 好 ， 加 一分 。 呵呵"
"1","很 厉害 ， 没想到 玩游戏 一点 不卡 （ LOL ） ， 吃 鸡 还 没下 ， 到时候 追评"
"1","好"
"1","我 一直 穿康奈 的 鞋子 ， 一连 买 了 两双 ， 价格 确实 实惠"
"1","轻薄 ， 大气 ， 键盘 舒适 ， 屏幕 够 大 ！"
"1","挺 好 ， 老妈 用 ， 使用 习惯 和 之前 的 差不多 很快 上手 了 。 现在 全家 都 换成 华为 了"
"1","挺 好 的 ， 此较 舒服 。"
"1","真心 不错 ， 宝贝 和 卖家 ， 服务 都 很 好 ， 满足 了 ， 物流 也 很快 。"
"1","穿 在 脚 上 非常 舒服 很 凉快 很 满意 这次 购物"
"1","此 用户 未填写 评价 内容"
"1","质量 很 好 ， 和 图片 一样 ， 放心 购买"
"1","给 公司 买 的 ， 电脑 整体 来说 还 可以 ， 主要 是 想 买 商用 的 这个 还是 挺 合适 的"
"1","到 了 有 几天 了 ， 一 开始 有点 害怕 会 不会 用 一两天 就 不行 了   不过 还 行 ， 就是 电脑 滑动 的 时候 太快 了 ， 还是 应该 加购 个 鼠标 ， 而且 系统 都 是 提前 装好 的 ， 就 只要 装 宽带 或 连 WiFi 就 OK 了"
"1","质量 不错 ， 款式 简单 大方 ， 面料 不错 ， 大小 很 合适 ， 穿 上 很 好看 ， 满意"
"1","鞋子 没有 什么 问题 我 比较 喜欢 ， 乔丹 这个 牌子 一直 是 我 最 爱"
"1","小巧玲珑 啊 ， 使用 ， 小 本 适合 随身携带 ， 值"
"1","衣服 非常 好看 ， 还 非常 非常 好"
"1","给 老公 买 的 ， 质量 不错 ， 穿 起来 好看 ， 这个 价钱 买 到 真是 超值 。"
"1","是 正品   运动 品牌 活动 时 下单 的   价格比 实体店 便宜 比较 多   穿着 很 有范"
"1","给 姥姥 买 的   姥姥 很 喜欢"
"1","调货 速度 够快   ， 外省 三天 ， 快递 外包装 破损 ， 内包装 还好 ， 有点 不 放心 ， 不过 开机 正常 激活 使用 木 出现 问题 ， 纯黑 测试 左 右下角 有 漏光 。 整体 轻薄 ， 屏幕 色彩 确实 要 比非 广色域 的 要 好 ， 红绿蓝 单色 表现 过关 ， 中性 灰 偏黄 ， 橙黄色 表现 又 有些 浅 ， 需要 颜色 矫正 。 整体 表现 OK ， 速度 可以 ， 作图 还是 够用 ， 发热 暂时 轻度 使用 ， 觉得 不 明显 ， 总的来说 还 不错 。 今天 京东 好像 给我发 降价 通知 ， 话 说 我 刚 买 两天 誒"
"1","给 公公 买 的   他用 着 挺 好 的   华为 的 手机 质量 都 可以   电池 的话 老人 带 也 就 两三天"
"1","鞋子 收到 了 ， 是 帮 弟弟 买 的 ， 收到 后 他 迫不及待 的 打开 试穿 了 一下 ， 大小 尺码 挺 标准 ， 做工 很 精细 ， 包装 很 严实 ， 款式 时尚 ， 穿上去 非常 的 帅气 ， 也 很 好看 ， 性 比价 高"
"1","给 老爸 买 的 手机 ， 不 要求 配置 高 ， 好用 就 行 ， 老爸 不会 用 智能手机 ， 就 拿 淘汰 的 小米 学习 ， 现在 再 买个 小米 用 着 也 方便 ， 支持 小米 ， 支持 国产 ！ 京东 快递 太给力 了 ， 昨天 下单 ， 今天 就 到 了 ， 赞 一个 / : strong   。"
"1","给 老人 买 的 手机 ， 还 不错 吧"
"1","短袖 质量 很 好 ， 尺码 准 ， 价格 实惠 ， 穿 上 合适 ， 我 很 喜欢 ！"
"1","换 了 一个 黑 鞋带"
"1","这次 买来 送给 老公 的 ， 我 自己 也 用 这款 手机 ， 觉得 挺 好 的 ， 支持 华为 。"
"1","价格 不 贵 ， 习惯 在 京东 购买 了 ， 感觉 京东 的 商品质量 信得过 ， 家里 大到 冰箱 空调 洗衣机 ， 小到 米 油盐 基本上 都 是 京东 购买 的 ， 方便快捷 ， 值得 经常 逛 。"
"1","性价比 最高 的 ， 开机 非常 快 ， 性能 很 好 ， 外壳 质感 比 金属 的 差点 ， 不过 性价比 高 啊"
"1","收到 货 打开 一看 挺不错 的 ， 到 现在 已经 穿 了 两天 了 ， 非常 舒服 ， 而且 弹力 很大 ， 跑步 轻松 很多 ， 很 是 喜欢"
"1","裤子 质量 很 好 ， 也 很 好看 ， 穿着 很 舒服 ， 非常 不错"
"1","还 可以"
"1","物流 快     很 满意"
"1","很 满意 的 ， 宝贝 ， 而且 质量 特别 的 好"
"1","送货 速度 快 ， 运行 迅速 。"
"1","千元 神机 ， 性价比 高 ， 国产手机 里算 不错 的 了 ！"
"1","还 行"
